"x","y","z","z_noisy","z_constrained","x_grad","y_grad","x_grad_noisy","y_grad_noisy"
5.15151515151515,-10,438.811753902663,399.450185950612,NA,-18.540965207632,-13.4312825221916,29.4538433439469,5.15976423904098
5.35353535353535,-10,425.584532190593,450.471004775237,NA,-18.2144679114376,-13.0231609019488,-49.5003348015478,13.2959443633653
5.55555555555556,-10,412.765432098765,426.042074677343,NA,-17.8879706152433,-12.615039281706,-19.1884584974977,-26.4261919603671
5.75757575757576,-10,400.354453627181,397.618620854503,NA,-17.5614733190491,-12.2069176614631,-4.46479304375441,-0.0247736452128038
5.95959595959596,-10,388.351596775839,425.992527386917,NA,-17.2349760228548,-11.7987960412203,-74.6050453723823,-11.1819865344669
6.16161616161616,-10,376.75686154474,375.254647785569,NA,-16.9084787266606,-11.3906744209775,28.8865761766378,-19.8233340537627
6.36363636363636,-10,365.570247933884,386.345859279392,NA,-16.5819814304663,-10.9825528007345,-56.6713272316688,-0.878497798613608
6.56565656565656,-10,354.791755943271,373.497652188341,NA,-16.2554841342721,-10.5744311804918,-29.8938475726284,-29.5654990483041
6.76767676767677,-10,344.421385572901,327.214861182784,NA,-15.9289868380777,-10.166309560249,12.577312818468,-39.079207293857
6.96969696969697,-10,334.459136822773,295.339237600627,NA,-15.6024895418835,-9.75818794000611,16.7553603692094,12.2776064246244
7.17171717171717,-10,324.905009692888,351.770074032032,NA,-15.2759922456893,-9.35006631976333,-15.6928944728041,23.4282313528932
7.37373737373737,-10,315.759004183247,342.195700306414,NA,-14.949494949495,-8.94194469952041,-61.359509718108,-29.681337651641
7.57575757575757,-10,307.021120293848,292.40739872875,NA,-14.6229976533007,-8.53382307927762,-16.0948785786343,-11.6972290509727
7.77777777777778,-10,298.691358024691,318.801242204469,NA,-14.2965003571065,-8.12570145903481,-33.7998695151284,1.73567001274841
7.97979797979798,-10,290.769717375778,295.878738754247,NA,-13.9700030609122,-7.71757983879192,-36.5211855263018,-30.6111588444523
8.18181818181818,-10,283.256198347107,257.578924515564,NA,-13.6435057647179,-7.30945821854914,43.7744493609444,-1.42562819887121
8.38383838383838,-10,276.15080093868,293.027482356505,NA,-13.3170084685236,-6.90133659830633,-32.3363029176946,19.171776909359
8.58585858585858,-10,269.453525150495,295.922478334282,NA,-12.9905111723293,-6.49321497806346,-48.1631104999248,-16.3426418175952
8.78787878787879,-10,263.164370982553,260.342198721314,NA,-12.6640138761351,-6.08509335782063,-8.62033002110883,-37.4011296187977
8.98989898989899,-10,257.283338434854,221.120219096686,NA,-12.3375165799409,-5.67697173757776,28.9194317654439,1.32438788248791
9.19191919191919,-10,251.810427507397,262.99097448629,NA,-12.0110192837466,-5.26885011733498,-19.9054897068012,9.83716665712322
9.39393939393939,-10,246.745638200184,240.794552410933,NA,-11.6845219875523,-4.86072849709215,-16.9998058378825,-19.3580945307176
9.5959595959596,-10,242.088970513213,224.274785424855,NA,-11.3580246913581,-4.4526068768493,-10.4783250585443,-9.51506553939875
9.7979797979798,-10,237.840424446485,221.764421332135,NA,-11.0315273951638,-4.04448525660648,16.8054489659588,13.4542861267793
10,-10,234,251.183357678413,NA,-10.7050300989695,-3.84042444648503,8.97594984131521,29.4189363462783
-10,-9.7979797979798,2550.9717375778,2582.21117145623,NA,-42.8242016120803,-43.5098459340888,-43.4588697346994,-71.9882794895502
-9.7979797979798,-9.7979797979798,2507.46189164371,2510.22289196668,NA,-42.4977043158865,-43.3057851239669,-31.4873141036903,-66.1916742919689
-9.5959595959596,-9.7979797979798,2464.36016732986,2449.8278228723,NA,-42.1712070196922,-42.8976635037238,-29.8304358864739,-60.2040315897341
-9.39393939393939,-9.7979797979798,2421.66656463626,2389.81482878721,NA,-41.8447097234975,-42.4895418834813,-19.5628642433519,-35.5136861084864
-9.19191919191919,-9.7979797979798,2379.3810835629,2378.80045065532,NA,-41.5182124273033,-42.0814202632382,-83.3635524758811,-13.2364794286559
-8.98989898989899,-9.7979797979798,2337.50372410979,2363.3418699299,NA,-41.191715131109,-41.6732986429961,-34.551010084411,-31.32161486526
-8.78787878787879,-9.7979797979798,2296.03448627691,2316.1572209248,NA,-40.865217834915,-41.2651770227531,-49.9852411844236,-70.3272474533051
-8.58585858585859,-9.7979797979798,2254.97337006428,2222.68737502329,NA,-40.5387205387208,-40.8570554025096,-34.8250897834214,-51.2342311543443
-8.38383838383838,-9.7979797979798,2214.32037547189,2213.68875861611,NA,-40.2122232425263,-40.4489337822672,-32.4894810319515,-28.3066717949284
-8.18181818181818,-9.7979797979798,2174.07550249974,2166.07403143344,NA,-39.8857259463321,-40.0408121620244,-54.8595047977606,-52.3405116490467
-7.97979797979798,-9.7979797979798,2134.23875114784,2109.00773531802,NA,-39.5592286501378,-39.6326905417816,-35.5437954077349,-24.9875254193532
-7.77777777777778,-9.7979797979798,2094.81012141618,2116.09898059473,NA,-39.2327313539436,-39.2245689215388,-20.8000206035183,-35.5744334166275
-7.57575757575758,-9.7979797979798,2055.78961330476,2037.85886848477,NA,-38.9062340577495,-38.8164473012955,-35.2491014908368,-52.3288534697417
-7.37373737373737,-9.7979797979798,2017.17722681359,2011.44127365525,NA,-38.579736761555,-38.4083256810527,-41.056925981834,-27.4579382812044
-7.17171717171717,-9.7979797979798,1978.97296194266,1982.94299192236,NA,-38.2532394653608,-38.0002040608102,-31.7843443828765,-44.2219682028787
-6.96969696969697,-9.7979797979798,1941.17681869197,1922.99733724949,NA,-37.9267421691663,-37.5920824405673,-46.3707786272835,-37.6590676582399
-6.76767676767677,-9.7979797979798,1903.78879706152,1907.62485660588,NA,-37.6002448729723,-37.1839608203246,-33.2908008021442,-32.4846217889743
-6.56565656565657,-9.7979797979798,1866.80889705132,1858.02809367154,NA,-37.273747576778,-36.7758392000817,-40.6601744775629,-47.3086128939625
-6.36363636363636,-9.7979797979798,1830.23711866136,1813.00763081795,NA,-36.9472502805837,-36.3677175798387,-46.1598120202797,-17.4072027005165
-6.16161616161616,-9.7979797979798,1794.07346189164,1823.21368827051,NA,-36.6207529843896,-35.959595959596,-28.3274177185824,-14.9845551530904
-5.95959595959596,-9.7979797979798,1758.31792674217,1783.03852051177,NA,-36.294255688195,-35.551474339353,-40.7312738597894,-52.7601054305356
-5.75757575757576,-9.7979797979798,1722.97051321294,1717.69347740944,NA,-35.9677583920009,-35.1433527191103,-14.1465690136223,-67.140031772631
-5.55555555555556,-9.7979797979798,1688.03122130395,1648.75845696651,NA,-35.6412610958066,-34.7352310988675,-44.2576627035717,-25.0453854384014
-5.35353535353535,-9.7979797979798,1653.5000510152,1667.60270653263,NA,-35.3147637996124,-34.3271094786246,-28.7491656576659,6.5508248313912
-5.15151515151515,-9.7979797979798,1619.3770023467,1661.86010662929,NA,-34.9882665034182,-33.9189878583817,-72.2831614938571,-62.017638258469
-4.94949494949495,-9.7979797979798,1585.66207529844,1543.56743001569,NA,-34.6617692072238,-33.5108662381389,-43.8888481244186,-43.0672363881899
-4.74747474747475,-9.7979797979798,1552.35526987042,1575.72563385291,NA,-34.3352719110295,-33.1027446178962,-26.4034776543937,-18.4050702166463
-4.54545454545455,-9.7979797979798,1519.45658606265,1506.7572895824,NA,-34.0087746148354,-32.6946229976534,-50.1052116921794,-47.678561782599
-4.34343434343434,-9.7979797979798,1486.96602387511,1480.36851028771,NA,-33.682277318641,-32.2865013774104,-18.2373615432134,-30.6324062387456
-4.14141414141414,-9.7979797979798,1454.88358330783,1445.49247710491,NA,-33.3557800224468,-31.8783797571676,-21.8892070196898,-21.9515845671411
-3.93939393939394,-9.7979797979798,1423.20926436078,1436.46534115343,NA,-33.0292827262524,-31.4702581369248,-54.7524967936318,-1.0750238595416
-3.73737373737374,-9.7979797979798,1391.94306703398,1443.34242938583,NA,-32.7027854300583,-31.0621365166819,-43.0565632618997,-45.2609542898334
-3.53535353535354,-9.7979797979798,1361.08499132742,1345.94343257376,NA,-32.376288133864,-30.6540148964393,-19.8299965234921,-55.9053745442326
-3.33333333333333,-9.7979797979798,1330.6350372411,1331.53168029736,NA,-32.0497908376697,-30.2458932761963,-7.63732463362965,-22.4105711370458
-3.13131313131313,-9.7979797979798,1300.59320477502,1301.12229029967,NA,-31.7232935414754,-29.8377716559532,-22.4750800873534,-37.6024759698676
-2.92929292929293,-9.7979797979798,1270.95949392919,1256.32672835763,NA,-31.3967962452812,-29.4296500357107,-39.0569589318877,-19.5622359392773
-2.72727272727273,-9.7979797979798,1241.7339047036,1261.99781842112,NA,-31.0702989490868,-29.0215284154679,-49.7050665054747,-22.0506009163481
-2.52525252525253,-9.7979797979798,1212.91643709826,1212.22552652493,NA,-30.7438016528928,-28.613406795225,-53.5319664929068,-45.9285673650149
-2.32323232323232,-9.7979797979798,1184.50709111315,1170.14068369109,NA,-30.4173043566983,-28.2052851749822,-12.6181226400059,-41.6121064027953
-2.12121212121212,-9.7979797979798,1156.50586674829,1129.00131371934,NA,-30.0908070605041,-27.7971635547393,-30.6391169187848,-14.2993628301958
-1.91919191919192,-9.7979797979798,1128.91276400367,1141.5419580307,NA,-29.7643097643098,-27.3890419344964,-21.7440324600374,-14.6591343509781
-1.71717171717172,-9.7979797979798,1101.7277828793,1099.68304501738,NA,-29.4378124681155,-26.9809203142536,-36.5842330705347,-47.4946247489432
-1.51515151515152,-9.7979797979798,1074.95092337517,1046.55270853281,NA,-29.1113151719212,-26.5727986940109,-23.120538852583,-32.543062104783
-1.31313131313131,-9.7979797979798,1048.58218549128,1034.59692080782,NA,-28.784817875727,-26.164677073768,-19.9760253314735,3.17847497128128
-1.11111111111111,-9.7979797979798,1022.62156922763,1052.90965847537,NA,-28.4583205795327,-25.756555453525,-44.3566972433434,-25.7079287093568
-0.90909090909091,-9.7979797979798,997.069074584226,983.181063389105,NA,-28.1318232833385,-25.3484338332823,-51.5452267238623,-39.8299586010191
-0.707070707070708,-9.7979797979798,971.924701561065,973.249741273335,NA,-27.8053259871443,-24.9403122130395,-8.31941857064879,-9.24421770553437
-0.505050505050505,-9.7979797979798,947.188450158147,964.692627978036,NA,-27.47882869095,-24.5321905927968,-43.1961052803548,-38.8695804620853
-0.303030303030303,-9.7979797979798,922.860320375472,895.510580349164,NA,-27.1523313947557,-24.1240689725539,-17.7424194132766,-31.8530358957764
-0.1010101010101,-9.7979797979798,898.940312213039,900.986556186483,NA,-26.8258340985614,-23.7159473523109,-13.0044235006815,-3.65150096523217
0.1010101010101,-9.7979797979798,875.42842567085,888.2075784187,NA,-26.4993368023671,-23.3078257320681,-22.3085514389024,-28.9417759372413
0.303030303030303,-9.7979797979798,852.324660748903,843.103004312001,NA,-26.1728395061729,-22.8997041118254,-48.811178674371,-31.7320953190708
0.505050505050505,-9.7979797979798,829.629017447199,824.743387780558,NA,-25.8463422099786,-22.4915824915826,-44.0830099684822,-22.5148067057661
0.707070707070708,-9.7979797979798,807.341495765738,798.073390900468,NA,-25.5198449137843,-22.0834608713396,-1.99432167021706,-23.5386981301945
0.909090909090908,-9.7979797979798,785.46209570452,777.665991520169,NA,-25.1933476175901,-21.6753392510967,-5.06177190492855,-40.6274229366512
1.11111111111111,-9.7979797979798,763.990817263545,716.818545027166,NA,-24.8668503213958,-21.267217630854,-60.2568094467879,-15.0059400427145
1.31313131313131,-9.7979797979798,742.927660442812,747.65411143474,NA,-24.5403530252016,-20.8590960106113,-32.6176285140559,16.6901950583543
1.51515151515152,-9.7979797979798,722.272625242322,750.198935143875,NA,-24.2138557290073,-20.4509743903683,-27.5610040205702,-11.0343374041402
1.71717171717172,-9.7979797979798,702.025711662075,725.585436626459,NA,-23.8873584328131,-20.0428527701254,-5.5227323091267,-44.4047663217626
1.91919191919192,-9.7979797979798,682.186919702071,661.389402500349,NA,-23.5608611366187,-19.6347311498827,-49.3823653333353,-32.5747288497002
2.12121212121212,-9.7979797979798,662.75624936231,660.435978927059,NA,-23.2343638404245,-19.2266095296399,-20.9047665617896,-16.5053206073993
2.32323232323232,-9.7979797979798,643.733700642792,628.378761285551,NA,-22.9078665442302,-18.8184879093969,-44.0905080131486,-13.8991477340138
2.52525252525252,-9.7979797979798,625.119273543516,632.637683459031,NA,-22.581369248036,-18.4103662891541,-27.4694363089,-1.07991432943192
2.72727272727273,-9.7979797979798,606.912968064483,626.218932626687,NA,-22.2548719518417,-18.0022446689114,-34.9358089682912,1.00220887692149
2.92929292929293,-9.7979797979798,589.114784205693,634.642101212874,NA,-21.9283746556474,-17.5941230486686,-20.3710490697673,-37.624590041134
3.13131313131313,-9.7979797979798,571.724721967146,550.969752544419,NA,-21.6018773594532,-17.1860014284256,-37.3890209204711,-58.635901152859
3.33333333333333,-9.7979797979798,554.742781348842,517.370298907156,NA,-21.2753800632589,-16.7778798081827,0.630915975954963,-12.7002699111371
3.53535353535353,-9.7979797979798,538.168962350781,525.569212722145,NA,-20.9488827670646,-16.36975818794,-18.1565373684888,3.51474710150848
3.73737373737374,-9.7979797979798,522.003264972962,524.399793110173,NA,-20.6223854708704,-15.9616365676973,-19.1885953016215,-4.30149903785855
3.93939393939394,-9.7979797979798,506.245689215386,516.966214646428,NA,-20.2958881746761,-15.5535149474543,-14.8250635517777,-14.8598167980513
4.14141414141414,-9.7979797979798,490.896235078053,494.680159514071,NA,-19.9693908784818,-15.1453933272115,-28.0459992752812,-29.7677832021831
4.34343434343434,-9.7979797979798,475.954902560963,457.430648242062,NA,-19.6428935822876,-14.7372717069686,-6.6768801473236,-7.11692084483096
4.54545454545454,-9.7979797979798,461.421691664116,480.446317824409,NA,-19.3163962860933,-14.3291500867259,-41.2884834793946,-11.5978834529861
4.74747474747475,-9.7979797979798,447.296602387511,434.234881336089,NA,-18.989898989899,-13.9210284664831,-22.5953044573969,-38.5548444736677
4.94949494949495,-9.7979797979798,433.57963473115,403.336628877074,NA,-18.6634016937048,-13.5129068462402,-10.3388882708261,-2.66542602076504
5.15151515151515,-9.7979797979798,420.270788695031,428.904029294559,NA,-18.3369043975105,-13.1047852259973,6.15403311872831,-1.18297945169229
5.35353535353535,-9.7979797979798,407.370064279155,400.970669973689,NA,-18.0104071013162,-12.6966636057545,-35.4948286334521,-11.025206557357
5.55555555555556,-9.7979797979798,394.877461483522,406.853616179845,NA,-17.683909805122,-12.2885419855117,-8.07417379422887,-3.90842108147041
5.75757575757576,-9.7979797979798,382.792980308132,393.153827810748,NA,-17.3574125089277,-11.8804203652688,-19.0977911680296,-27.7330670826551
5.95959595959596,-9.7979797979798,371.116620752984,351.387482014535,NA,-17.0309152127334,-11.472298745026,-42.0492258846122,5.49369807572918
6.16161616161616,-9.7979797979798,359.84838281808,404.141223962206,NA,-16.7044179165391,-11.0641771247832,-7.70796063973432,-10.856474983406
6.36363636363636,-9.7979797979798,348.988266503418,329.674532047723,NA,-16.3779206203449,-10.6560555045403,-28.8274584147499,-30.2687096732467
6.56565656565656,-9.7979797979798,338.536271808999,343.603804615713,NA,-16.0514233241506,-10.2479338842975,-15.7271234448644,5.05882097676428
6.76767676767677,-9.7979797979798,328.492398734823,339.792174001252,NA,-15.7249260279563,-9.8398122640547,-0.289753975907814,-15.7546033229381
6.96969696969697,-9.7979797979798,318.85664728089,312.094597969837,NA,-15.3984287317621,-9.43169064381189,24.2178419186568,-1.85749722101167
7.17171717171717,-9.7979797979798,309.629017447199,336.077179559228,NA,-15.0719314355678,-9.02356902356905,-29.7986752555835,-15.6292036907654
7.37373737373737,-9.7979797979798,300.809509233752,280.836190588306,NA,-14.7454341393735,-8.61544740332613,-43.5053518848994,-29.8823297045561
7.57575757575757,-9.7979797979798,292.398122640547,276.312520150116,NA,-14.4189368431793,-8.20732578308338,-6.02847112188005,2.0825910505171
7.77777777777778,-9.7979797979798,284.394857667585,285.00137268934,NA,-14.092439546985,-7.79920416284054,-50.3035105855013,-8.47748346108534
7.97979797979798,-9.7979797979798,276.799714314866,259.357553227945,NA,-13.7659422507907,-7.39108254259764,-27.4717734657744,8.17600059358406
8.18181818181818,-9.7979797979798,269.61269258239,301.353373876508,NA,-13.4394449545965,-6.98296092235486,-4.46408386586378,0.666813105432425
8.38383838383838,-9.7979797979798,262.833792470156,260.69117943881,NA,-13.1129476584022,-6.57483930211203,-26.7896353800456,-26.7970030210756
8.58585858585858,-9.7979797979798,256.463013978166,247.759367834357,NA,-12.7864503622079,-6.16671768186922,-20.2489131704342,-4.48465536930235
8.78787878787879,-9.7979797979798,250.500357106418,251.721868700205,NA,-12.4599530660137,-5.75859606162639,7.72031677875023,1.1401415138866
8.98989898989899,-9.7979797979798,244.945821854913,250.03965086213,NA,-12.1334557698194,-5.3504744413835,2.91616583665459,-4.31819196035828
9.19191919191919,-9.7979797979798,239.799408223651,243.085484779489,NA,-11.8069584736252,-4.9423528211407,-0.171100032793618,-13.12245214454
9.39393939393939,-9.7979797979798,235.061116212631,223.79474657305,NA,-11.4804611774309,-4.53423120089788,0.207288649469916,-14.6445122065891
9.5959595959596,-9.7979797979798,230.730945821855,213.796460366311,NA,-11.1539638812366,-4.12610958065504,-3.96317515922289,7.38756186252195
9.7979797979798,-9.7979797979798,226.808897051321,238.569870298094,NA,-10.8274665850424,-3.7179879604122,-31.5246781405512,23.181423576709
10,-9.7979797979798,223.29496990103,260.159307519729,NA,-10.5009692888481,-3.51392715029075,-12.9935292027416,21.5894372216346
-10,-9.5959595959596,2508.35159677584,2500.45138166706,NA,-42.4160799918377,-43.1833486378946,-74.7029912205028,-2.35762486540079
-9.7979797979798,-9.5959595959596,2465.16824813794,2498.09375680166,NA,-42.089582695643,-42.9792878277731,-55.2720840269467,-35.3068297748564
-9.5959595959596,-9.5959595959596,2422.39302112029,2429.83772211735,NA,-41.7630853994492,-42.5711662075296,-37.6403921956041,-39.5602089131135
