"x","y","z","type"
-6.56565656565657,-9.7979797979798,1888.11353537905,"noise"
-6.36363636363636,-9.7979797979798,1804.48577253415,"noise"
-6.16161616161616,-9.7979797979798,1817.15580279234,"noise"
-5.95959595959596,-9.7979797979798,1777.23000866538,"noise"
-5.75757575757576,-9.7979797979798,1696.51403355523,"noise"
-5.55555555555556,-9.7979797979798,1718.11992286985,"noise"
-5.35353535353535,-9.7979797979798,1681.90472514489,"noise"
-5.15151515151515,-9.7979797979798,1619.76545840336,"noise"
-4.94949494949495,-9.7979797979798,1578.44805549755,"noise"
-4.74747474747475,-9.7979797979798,1580.59711214964,"noise"
-4.54545454545455,-9.7979797979798,1518.48659869406,"noise"
-4.34343434343434,-9.7979797979798,1489.97456074471,"noise"
-4.14141414141414,-9.7979797979798,1432.09181642382,"noise"
-3.93939393939394,-9.7979797979798,1389.4926290102,"noise"
-3.73737373737374,-9.7979797979798,1397.07356874504,"noise"
-3.53535353535354,-9.7979797979798,1372.27620723791,"noise"
-3.33333333333333,-9.7979797979798,1384.63310335206,"noise"
-3.13131313131313,-9.7979797979798,1298.06349385858,"noise"
-2.92929292929293,-9.7979797979798,1281.22764852079,"noise"
-2.72727272727273,-9.7979797979798,1253.24867536437,"noise"
-2.52525252525253,-9.7979797979798,1212.62531217559,"noise"
-2.32323232323232,-9.7979797979798,1179.88705035499,"noise"
-2.12121212121212,-9.7979797979798,1150.6638079245,"noise"
-1.91919191919192,-9.7979797979798,1165.90172292696,"noise"
-1.71717171717172,-9.7979797979798,1109.06630143678,"noise"
-1.51515151515152,-9.7979797979798,1041.02082312502,"noise"
-1.31313131313131,-9.7979797979798,1067.3414666575,"noise"
-1.11111111111111,-9.7979797979798,1048.76973824041,"noise"
-0.90909090909091,-9.7979797979798,987.268826963444,"noise"
-0.707070707070708,-9.7979797979798,975.864776916773,"noise"
-0.505050505050505,-9.7979797979798,945.910631079444,"noise"
-0.303030303030303,-9.7979797979798,917.347508977623,"noise"
-0.1010101010101,-9.7979797979798,929.165803065368,"noise"
0.1010101010101,-9.7979797979798,841.68667462176,"noise"
0.303030303030303,-9.7979797979798,871.855641130533,"noise"
0.505050505050505,-9.7979797979798,809.860981150942,"noise"
0.707070707070708,-9.7979797979798,805.576352694549,"noise"
0.909090909090908,-9.7979797979798,779.152716324595,"noise"
1.11111111111111,-9.7979797979798,726.645919607624,"noise"
1.31313131313131,-9.7979797979798,728.56224164935,"noise"
1.51515151515152,-9.7979797979798,697.350746071562,"noise"
1.71717171717172,-9.7979797979798,715.917764998852,"noise"
1.91919191919192,-9.7979797979798,661.530546697322,"noise"
2.12121212121212,-9.7979797979798,663.422055925864,"noise"
2.32323232323232,-9.7979797979798,663.203946814952,"noise"
2.52525252525252,-9.7979797979798,599.048151336567,"noise"
2.72727272727273,-9.7979797979798,592.448856905553,"noise"
2.92929292929293,-9.7979797979798,594.867265939326,"noise"
3.13131313131313,-9.7979797979798,540.155653579658,"noise"
3.33333333333333,-9.7979797979798,559.914806878588,"noise"
3.53535353535353,-9.7979797979798,538.064168724786,"noise"
3.73737373737374,-9.7979797979798,526.75761840958,"noise"
3.93939393939394,-9.7979797979798,508.887180186207,"noise"
4.14141414141414,-9.7979797979798,495.991651201059,"noise"
4.34343434343434,-9.7979797979798,498.679919711732,"noise"
4.54545454545454,-9.7979797979798,450.930895739732,"noise"
4.74747474747475,-9.7979797979798,428.711710873574,"noise"
4.94949494949495,-9.7979797979798,440.146329401826,"noise"
5.15151515151515,-9.7979797979798,433.867375333154,"noise"
5.35353535353535,-9.7979797979798,392.936808596138,"noise"
5.55555555555556,-9.7979797979798,378.365949258658,"noise"
5.75757575757576,-9.7979797979798,390.315790304762,"noise"
5.95959595959596,-9.7979797979798,341.040400957898,"noise"
6.16161616161616,-9.7979797979798,350.888775786047,"noise"
6.36363636363636,-9.7979797979798,345.03116325107,"noise"
6.56565656565656,-9.7979797979798,325.382104109568,"noise"
6.76767676767677,-9.7979797979798,299.414373374904,"noise"
6.96969696969697,-9.7979797979798,354.465651369886,"noise"
7.17171717171717,-9.7979797979798,304.965573103282,"noise"
7.37373737373737,-9.7979797979798,301.562030245564,"noise"
7.57575757575757,-9.7979797979798,275.326287828018,"noise"
7.77777777777778,-9.7979797979798,259.111594040153,"noise"
7.97979797979798,-9.7979797979798,268.023922224534,"noise"
8.18181818181818,-9.7979797979798,290.951465030159,"noise"
8.38383838383838,-9.7979797979798,271.546845207231,"noise"
8.58585858585858,-9.7979797979798,278.79249664171,"noise"
8.78787878787879,-9.7979797979798,241.524272513843,"noise"
8.98989898989899,-9.7979797979798,265.594524112073,"noise"
9.19191919191919,-9.7979797979798,255.42951792677,"noise"
9.39393939393939,-9.7979797979798,237.185859093234,"noise"
9.5959595959596,-9.7979797979798,236.993486082436,"noise"
9.7979797979798,-9.7979797979798,249.639547149382,"noise"
10,-9.7979797979798,191.788509386366,"noise"
-10,-9.5959595959596,2505.59670348459,"noise"
-9.7979797979798,-9.5959595959596,2470.53404445274,"noise"
-9.5959595959596,-9.5959595959596,2424.0152132434,"noise"
-9.39393939393939,-9.5959595959596,2395.48866465862,"noise"
-9.19191919191919,-9.5959595959596,2331.9831930912,"noise"
-8.98989898989899,-9.5959595959596,2294.36455118267,"noise"
-8.78787878787879,-9.5959595959596,2269.22995073048,"noise"
-8.58585858585859,-9.5959595959596,2208.70496274417,"noise"
-8.38383838383838,-9.5959595959596,2176.10506311873,"noise"
-8.18181818181818,-9.5959595959596,2155.57822589295,"noise"
-7.97979797979798,-9.5959595959596,2093.83408994465,"noise"
-7.77777777777778,-9.5959595959596,2088.32609507159,"noise"
-7.57575757575758,-9.5959595959596,1991.09984302696,"noise"
-7.37373737373737,-9.5959595959596,1981.9393675605,"noise"
-7.17171717171717,-9.5959595959596,1946.73953575739,"noise"
-6.96969696969697,-9.5959595959596,1858.19900928487,"noise"
-6.76767676767677,-9.5959595959596,1858.60615009966,"noise"
-6.56565656565657,-9.5959595959596,1809.56761462461,"noise"
-6.36363636363636,-9.5959595959596,1804.26136406514,"noise"
-6.16161616161616,-9.5959595959596,1736.65142562029,"noise"
-5.95959595959596,-9.5959595959596,1689.30705882164,"noise"
-5.75757575757576,-9.5959595959596,1687.16387748292,"noise"
-5.55555555555556,-9.5959595959596,1650.69156232303,"noise"
-5.35353535353535,-9.5959595959596,1640.11522224278,"noise"
-5.15151515151515,-9.5959595959596,1565.82493646341,"noise"
-4.94949494949495,-9.5959595959596,1542.9794553661,"noise"
-4.74747474747475,-9.5959595959596,1516.61267641216,"noise"
-4.54545454545455,-9.5959595959596,1513.93041307084,"noise"
-4.34343434343434,-9.5959595959596,1469.31658740944,"noise"
-4.14141414141414,-9.5959595959596,1413.29830916441,"noise"
-3.93939393939394,-9.5959595959596,1349.20617710055,"noise"
-3.73737373737374,-9.5959595959596,1370.35061476872,"noise"
-3.53535353535354,-9.5959595959596,1324.63127897817,"noise"
-3.33333333333333,-9.5959595959596,1325.6516964121,"noise"
-3.13131313131313,-9.5959595959596,1244.68659539251,"noise"
-2.92929292929293,-9.5959595959596,1283.42950575542,"noise"
-2.72727272727273,-9.5959595959596,1200.72852567812,"noise"
-2.52525252525253,-9.5959595959596,1194.4005111828,"noise"
-2.32323232323232,-9.5959595959596,1174.96293237228,"noise"
-2.12121212121212,-9.5959595959596,1123.82142797435,"noise"
-1.91919191919192,-9.5959595959596,1090.37238295972,"noise"
-1.71717171717172,-9.5959595959596,1099.91101815159,"noise"
-1.51515151515152,-9.5959595959596,1028.31569141209,"noise"
-1.31313131313131,-9.5959595959596,1005.00576222452,"noise"
-1.11111111111111,-9.5959595959596,986.681100011863,"noise"
-0.90909090909091,-9.5959595959596,951.210319001136,"noise"
-0.707070707070708,-9.5959595959596,955.13745493849,"noise"
-0.505050505050505,-9.5959595959596,900.872436492417,"noise"
-0.303030303030303,-9.5959595959596,872.537466292765,"noise"
-0.1010101010101,-9.5959595959596,851.31470574855,"noise"
0.1010101010101,-9.5959595959596,843.50121130066,"noise"
0.303030303030303,-9.5959595959596,824.243450165747,"noise"
0.505050505050505,-9.5959595959596,801.864533817136,"noise"
0.707070707070708,-9.5959595959596,756.425051178075,"noise"
0.909090909090908,-9.5959595959596,806.271030026548,"noise"
1.11111111111111,-9.5959595959596,754.806676247772,"noise"
1.31313131313131,-9.5959595959596,703.346040742538,"noise"
1.51515151515152,-9.5959595959596,686.935716686874,"noise"
1.71717171717172,-9.5959595959596,690.582501136967,"noise"
1.91919191919192,-9.5959595959596,663.434544566476,"noise"
2.12121212121212,-9.5959595959596,642.967760840234,"noise"
2.32323232323232,-9.5959595959596,591.985310784337,"noise"
2.52525252525252,-9.5959595959596,610.794504948142,"noise"
2.72727272727273,-9.5959595959596,606.235684725285,"noise"
2.92929292929293,-9.5959595959596,597.273709539873,"noise"
3.13131313131313,-9.5959595959596,560.876756281498,"noise"
3.33333333333333,-9.5959595959596,530.662545810154,"noise"
3.53535353535353,-9.5959595959596,518.767676891775,"noise"
3.73737373737374,-9.5959595959596,480.14798532213,"noise"
3.93939393939394,-9.5959595959596,463.939143347486,"noise"
4.14141414141414,-9.5959595959596,448.66685134497,"noise"
4.34343434343434,-9.5959595959596,458.95636202391,"noise"
4.54545454545454,-9.5959595959596,426.407795528719,"noise"
4.74747474747475,-9.5959595959596,415.05999300324,"noise"
4.94949494949495,-9.5959595959596,438.907803190279,"noise"
5.15151515151515,-9.5959595959596,465.282576539569,"noise"
5.35353535353535,-9.5959595959596,398.425513686462,"noise"
5.55555555555556,-9.5959595959596,354.233361015209,"noise"
5.75757575757576,-9.5959595959596,369.825215597086,"noise"
5.95959595959596,-9.5959595959596,370.171831108541,"noise"
6.16161616161616,-9.5959595959596,321.923947071732,"noise"
6.36363636363636,-9.5959595959596,356.936618998442,"noise"
6.56565656565656,-9.5959595959596,311.909308740878,"noise"
6.76767676767677,-9.5959595959596,298.205138556116,"noise"
6.96969696969697,-9.5959595959596,337.044311551743,"noise"
7.17171717171717,-9.5959595959596,299.921074818683,"noise"
7.37373737373737,-9.5959595959596,299.921207756673,"noise"
7.57575757575757,-9.5959595959596,281.091017573954,"noise"
7.77777777777778,-9.5959595959596,285.527946320562,"noise"
7.97979797979798,-9.5959595959596,263.797969659876,"noise"
8.18181818181818,-9.5959595959596,285.910085455164,"noise"
8.38383838383838,-9.5959595959596,255.938512881731,"noise"
8.58585858585858,-9.5959595959596,238.439159743531,"noise"
8.78787878787879,-9.5959595959596,247.649587218399,"noise"
8.98989898989899,-9.5959595959596,235.098039001585,"noise"
9.19191919191919,-9.5959595959596,255.74435656846,"noise"
9.39393939393939,-9.5959595959596,236.618449374817,"noise"
9.5959595959596,-9.5959595959596,222.865081370464,"noise"
9.7979797979798,-9.5959595959596,238.383481673796,"noise"
10,-9.5959595959596,181.121320110248,"noise"
-10,-9.39393939393939,2462.5105505072,"noise"
-9.7979797979798,-9.39393939393939,2424.5373606505,"noise"
-9.5959595959596,-9.39393939393939,2383.7028381072,"noise"
-9.39393939393939,-9.39393939393939,2321.0244883583,"noise"
-9.19191919191919,-9.39393939393939,2263.50139202704,"noise"
-8.98989898989899,-9.39393939393939,2245.17466191125,"noise"
-8.78787878787879,-9.39393939393939,2195.94092023652,"noise"
-8.58585858585859,-9.39393939393939,2154.07704697517,"noise"
-8.38383838383838,-9.39393939393939,2117.87432276546,"noise"
-8.18181818181818,-9.39393939393939,2101.70812290827,"noise"
-7.97979797979798,-9.39393939393939,2030.7346982856,"noise"
-7.77777777777778,-9.39393939393939,2010.58100954926,"noise"
-7.57575757575758,-9.39393939393939,1998.83854216318,"noise"
-7.37373737373737,-9.39393939393939,1894.46756144663,"noise"
-7.17171717171717,-9.39393939393939,1903.11804152735,"noise"
-6.96969696969697,-9.39393939393939,1853.11332837216,"noise"
-6.76767676767677,-9.39393939393939,1806.45485309618,"noise"
-6.56565656565657,-9.39393939393939,1764.74776764108,"noise"
-6.36363636363636,-9.39393939393939,1731.87855054325,"noise"
-6.16161616161616,-9.39393939393939,1706.50126742881,"noise"
-5.95959595959596,-9.39393939393939,1701.64369542565,"noise"
-5.75757575757576,-9.39393939393939,1639.72926375088,"noise"
-5.55555555555556,-9.39393939393939,1639.67513148415,"noise"
-5.35353535353535,-9.39393939393939,1573.82539928374,"noise"
-5.15151515151515,-9.39393939393939,1559.16732460989,"noise"
-4.94949494949495,-9.39393939393939,1479.58208603651,"noise"
-4.74747474747475,-9.39393939393939,1495.54801829006,"noise"
-4.54545454545455,-9.39393939393939,1416.89716905499,"noise"
-4.34343434343434,-9.39393939393939,1405.13693804082,"noise"
-4.14141414141414,-9.39393939393939,1360.93262951089,"noise"
-3.93939393939394,-9.39393939393939,1353.39819486073,"noise"
-3.73737373737374,-9.39393939393939,1305.6185821971,"noise"
-3.53535353535354,-9.39393939393939,1298.54583255061,"noise"
-3.33333333333333,-9.39393939393939,1264.07472220078,"noise"
-3.13131313131313,-9.39393939393939,1244.08375704096,"noise"
-2.92929292929293,-9.39393939393939,1218.05150236994,"noise"
-2.72727272727273,-9.39393939393939,1181.13332916987,"noise"
-2.52525252525253,-9.39393939393939,1171.13131842038,"noise"
-2.32323232323232,-9.39393939393939,1133.51974454217,"noise"
-2.12121212121212,-9.39393939393939,1116.71823020964,"noise"
-1.91919191919192,-9.39393939393939,1037.48638722653,"noise"
-1.71717171717172,-9.39393939393939,1029.40146745115,"noise"
-1.51515151515152,-9.39393939393939,975.283738132194,"noise"
-1.31313131313131,-9.39393939393939,1041.09401464969,"noise"
-1.11111111111111,-9.39393939393939,929.175790862438,"noise"
-0.90909090909091,-9.39393939393939,921.453779514876,"noise"
-0.707070707070708,-9.39393939393939,967.469297914861,"noise"
-0.505050505050505,-9.39393939393939,875.99511287041,"noise"
-0.303030303030303,-9.39393939393939,878.906484302253,"noise"
-0.1010101010101,-9.39393939393939,849.349396134636,"noise"
0.1010101010101,-9.39393939393939,829.572706862005,"noise"
0.303030303030303,-9.39393939393939,770.135107248857,"noise"
0.505050505050505,-9.39393939393939,770.736436407512,"noise"
0.707070707070708,-9.39393939393939,750.400212088255,"noise"
0.909090909090908,-9.39393939393939,708.142932256566,"noise"
1.11111111111111,-9.39393939393939,710.447144921991,"noise"
1.31313131313131,-9.39393939393939,709.763791799875,"noise"
1.51515151515152,-9.39393939393939,697.12651088907,"noise"
1.71717171717172,-9.39393939393939,647.795007121365,"noise"
1.91919191919192,-9.39393939393939,672.00804634048,"noise"
2.12121212121212,-9.39393939393939,643.997301893195,"noise"
2.32323232323232,-9.39393939393939,610.592951171158,"noise"
2.52525252525252,-9.39393939393939,594.217374931358,"noise"
2.72727272727273,-9.39393939393939,550.60706280238,"noise"
2.92929292929293,-9.39393939393939,581.530475202838,"noise"
3.13131313131313,-9.39393939393939,560.950605805511,"noise"
3.33333333333333,-9.39393939393939,469.055798694156,"noise"
3.53535353535353,-9.39393939393939,529.896764020931,"noise"
3.73737373737374,-9.39393939393939,490.297508012921,"noise"
3.93939393939394,-9.39393939393939,472.992641849054,"noise"
4.14141414141414,-9.39393939393939,449.651227343864,"noise"
4.34343434343434,-9.39393939393939,464.209795715372,"noise"
4.54545454545454,-9.39393939393939,416.940380134211,"noise"
4.74747474747475,-9.39393939393939,418.769177698741,"noise"
4.94949494949495,-9.39393939393939,409.283682691534,"noise"
5.15151515151515,-9.39393939393939,387.504815697464,"noise"
5.35353535353535,-9.39393939393939,397.513393545473,"noise"
5.55555555555556,-9.39393939393939,340.351980445673,"noise"
5.75757575757576,-9.39393939393939,365.468546429085,"noise"
5.95959595959596,-9.39393939393939,319.977178520478,"noise"
6.16161616161616,-9.39393939393939,305.99012402026,"noise"
6.36363636363636,-9.39393939393939,337.291954334964,"noise"
6.56565656565656,-9.39393939393939,320.274118908854,"noise"
6.76767676767677,-9.39393939393939,321.534523509353,"noise"
6.96969696969697,-9.39393939393939,301.451195973571,"noise"
7.17171717171717,-9.39393939393939,258.712011752297,"noise"
7.37373737373737,-9.39393939393939,263.781077494546,"noise"
7.57575757575757,-9.39393939393939,310.245421745917,"noise"
7.77777777777778,-9.39393939393939,254.084242276525,"noise"
7.97979797979798,-9.39393939393939,246.966363369194,"noise"
8.18181818181818,-9.39393939393939,254.165915288692,"noise"
8.38383838383838,-9.39393939393939,240.937100891321,"noise"
8.58585858585858,-9.39393939393939,236.839589256928,"noise"
8.78787878787879,-9.39393939393939,234.809825615025,"noise"
8.98989898989899,-9.39393939393939,214.021071104389,"noise"
9.19191919191919,-9.39393939393939,234.8483430117,"noise"
9.39393939393939,-9.39393939393939,194.883855896646,"noise"
9.5959595959596,-9.39393939393939,198.977827888254,"noise"
9.7979797979798,-9.39393939393939,207.015086947386,"noise"
10,-9.39393939393939,211.060198834543,"noise"
-10,-9.19191919191919,2373.07552965976,"noise"
-9.7979797979798,-9.19191919191919,2357.2644029891,"noise"
-9.5959595959596,-9.19191919191919,2304.09342914965,"noise"
-9.39393939393939,-9.19191919191919,2325.56960126933,"noise"
-9.19191919191919,-9.19191919191919,2207.30218343698,"noise"
-8.98989898989899,-9.19191919191919,2180.53473923235,"noise"
-8.78787878787879,-9.19191919191919,2162.59547369376,"noise"
-8.58585858585859,-9.19191919191919,2133.98161757558,"noise"
-8.38383838383838,-9.19191919191919,2077.66810494115,"noise"
-8.18181818181818,-9.19191919191919,2053.38648132516,"noise"
-7.97979797979798,-9.19191919191919,2027.48755745238,"noise"
-7.77777777777778,-9.19191919191919,2022.57609457046,"noise"
-7.57575757575758,-9.19191919191919,1932.59052121111,"noise"
-7.37373737373737,-9.19191919191919,1907.3793683152,"noise"
-7.17171717171717,-9.19191919191919,1859.22416268206,"noise"
-6.96969696969697,-9.19191919191919,1841.33124152716,"noise"
-6.76767676767677,-9.19191919191919,1783.28123009149,"noise"
-6.56565656565657,-9.19191919191919,1756.97299982197,"noise"
-6.36363636363636,-9.19191919191919,1726.09217073444,"noise"
-6.16161616161616,-9.19191919191919,1681.41823961001,"noise"
-5.95959595959596,-9.19191919191919,1636.44578132853,"noise"
-5.75757575757576,-9.19191919191919,1577.84084469126,"noise"
-5.55555555555556,-9.19191919191919,1611.44582897908,"noise"
-5.35353535353535,-9.19191919191919,1551.50182724973,"noise"
-5.15151515151515,-9.19191919191919,1515.79399111263,"noise"
-4.94949494949495,-9.19191919191919,1474.47047960318,"noise"
-4.74747474747475,-9.19191919191919,1462.11918698817,"noise"
-4.54545454545455,-9.19191919191919,1421.91904936165,"noise"
-4.34343434343434,-9.19191919191919,1406.90334435777,"noise"
-4.14141414141414,-9.19191919191919,1383.76594306761,"noise"
-3.93939393939394,-9.19191919191919,1312.31524304167,"noise"
-3.73737373737374,-9.19191919191919,1301.79074086001,"noise"
-3.53535353535354,-9.19191919191919,1246.18827138087,"noise"
-3.33333333333333,-9.19191919191919,1222.28642360762,"noise"
-3.13131313131313,-9.19191919191919,1215.50390184374,"noise"
-2.92929292929293,-9.19191919191919,1181.98418623042,"noise"
-2.72727272727273,-9.19191919191919,1121.71248315969,"noise"
-2.52525252525253,-9.19191919191919,1144.90672379417,"noise"
-2.32323232323232,-9.19191919191919,1051.12988303748,"noise"
-2.12121212121212,-9.19191919191919,1058.3771575874,"noise"
-1.91919191919192,-9.19191919191919,1056.48027507116,"noise"
-1.71717171717172,-9.19191919191919,1044.03975303165,"noise"
-1.51515151515152,-9.19191919191919,984.634468030937,"noise"
-1.31313131313131,-9.19191919191919,958.473798074608,"noise"
-1.11111111111111,-9.19191919191919,914.84547068777,"noise"
-0.90909090909091,-9.19191919191919,917.020849651791,"noise"
-0.707070707070708,-9.19191919191919,885.469312473153,"noise"
-0.505050505050505,-9.19191919191919,883.588952079485,"noise"
-0.303030303030303,-9.19191919191919,869.597037891524,"noise"
-0.1010101010101,-9.19191919191919,809.5782198074,"noise"
0.1010101010101,-9.19191919191919,840.40116188208,"noise"
0.303030303030303,-9.19191919191919,749.393375669134,"noise"
0.505050505050505,-9.19191919191919,748.378240287599,"noise"
0.707070707070708,-9.19191919191919,725.272909909866,"noise"
0.909090909090908,-9.19191919191919,688.844865735197,"noise"
1.11111111111111,-9.19191919191919,701.67199257464,"noise"
1.31313131313131,-9.19191919191919,701.562380309101,"noise"
1.51515151515152,-9.19191919191919,668.532604883648,"noise"
1.71717171717172,-9.19191919191919,607.838065707889,"noise"
1.91919191919192,-9.19191919191919,585.013330025369,"noise"
2.12121212121212,-9.19191919191919,599.80287998119,"noise"
2.32323232323232,-9.19191919191919,541.552407571474,"noise"
2.52525252525252,-9.19191919191919,541.811797667996,"noise"
2.72727272727273,-9.19191919191919,542.2286465228,"noise"
2.92929292929293,-9.19191919191919,506.747974265296,"noise"
3.13131313131313,-9.19191919191919,498.820482212981,"noise"
3.33333333333333,-9.19191919191919,527.706488762718,"noise"
3.53535353535353,-9.19191919191919,470.159307976973,"noise"
3.73737373737374,-9.19191919191919,473.457159485215,"noise"
3.93939393939394,-9.19191919191919,475.489992419122,"noise"
4.14141414141414,-9.19191919191919,412.198415826353,"noise"
4.34343434343434,-9.19191919191919,409.062428680614,"noise"
4.54545454545454,-9.19191919191919,396.720260951036,"noise"
4.74747474747475,-9.19191919191919,385.041962493202,"noise"
4.94949494949495,-9.19191919191919,394.250406724576,"noise"
5.15151515151515,-9.19191919191919,372.138422030957,"noise"
5.35353535353535,-9.19191919191919,354.734224975936,"noise"
5.55555555555556,-9.19191919191919,336.784842660231,"noise"
5.75757575757576,-9.19191919191919,308.710185391287,"noise"
5.95959595959596,-9.19191919191919,381.0599573433,"noise"
6.16161616161616,-9.19191919191919,296.928824933722,"noise"
6.36363636363636,-9.19191919191919,322.315831407356,"noise"
6.56565656565656,-9.19191919191919,296.143437574779,"noise"
6.76767676767677,-9.19191919191919,285.72716916174,"noise"
6.96969696969697,-9.19191919191919,265.535793418121,"noise"
7.17171717171717,-9.19191919191919,302.901470556537,"noise"
7.37373737373737,-9.19191919191919,252.898415370238,"noise"
7.57575757575757,-9.19191919191919,258.684509906175,"noise"
